Company Name,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year
R E C Ltd.,135755.8,19563,9874.6,105167.2,-112374.8,76996.9,2353,1104390.6,1104390.6,192085.6,28170.3,,229584.22,1397.3,-158247.4,3/31/2012,164669.2,28696.9,9874.6,136029.2,-195695.7,97853,2212.9,1328342.4,1328342.4,218238.3,38176.2,,234521.51,1475.2,-200657.2,3/31/2013,196820,35862.1,9874.6,171244.1,-189279.4,124407.1,2415.7,1568542.3,1568542.3,213816.9,46837,,233139.07,1388.6,-172827.9,3/31/2014,238695.7,39911.2,9874.6,203907.5,-234682.8,151308.8,3133,1884376.4,1884376.4,259991.1,52598.7,,232941.58,2449.4,-239917.7,3/31/2015,276303,35974,9874.6,237605.4,-340485,181328.8,3376.4,2127875,2127875,375915,56276.6,,225930.62,-7395.2,-132049.6,3/31/2016,313506.7,45858.6,19749.2,238002.7,-186438.3,175545.1,3518.3,2118805.8,2118805.8,245202.6,62457.6,,224251.94,1389.5,67941.9,3/31/2017,303282.3,20372.2,19749.2,224971.7,-53378.8,180772.8,3136.2,2552217.7,2552217.7,183938,44198.9,,224745.67,2877.2,-327778.7,3/31/2018,323280.2,27388.6,19749.2,253642.8,-46523.8,196005.6,4527.8,3116695,3116695,324254.5,57637.2,86.9,221388.31,5850.7,-360130.1,3/31/2019,331016.4,22779.7,19749.2,298769.3,-10831,249907.7,5642.8,3608348.1,3608348.1,387170,48861.6,63.8,223066.99,-1357.3,-324482.6,3/31/2020,408930.5,61893.7,19749.2,354105,-70808.7,270487.2,3919,4166385.5,4166385.5,430831.6,83617.8,27.7,219512.14,8638.3,-435204.2,3/31/2021
R H I Magnesita India Ltd.,630.5,167.6,120.1,3252.8,490.1,2964.1,2739.2,1486.4,1486.4,700.2,308.1,3226.9,91140.02,-60.7,320.5,3/31/2012,903.8,273.4,120.1,3909.3,750.8,3568.7,3287.6,2084.6,2084.6,664.2,413.9,3891.3,88338.69,-122.8,375.3,3/31/2013,1256.5,352.8,120.1,4389.7,1077.9,3892.3,3555.1,2869.6,2869.6,810.6,528.5,4348.7,88717.03,-15.6,289.4,3/31/2014,1578,326,120.1,4912.6,1334.9,4387.6,4051.1,3509.2,3509.2,851.9,528.4,4866.1,86881.67,-96.1,337.9,3/31/2015,1926.4,348.5,120.1,5002.2,1694.6,4429.1,4059.1,4331.7,4331.7,2228.9,558.2,4945.5,81641.24,-41.9,802.1,3/31/2016,2612.6,479.4,120.1,5644.7,2265.9,5088.1,4642.4,5231.4,5231.4,910.3,689.1,5562,80973.1,-62,604.4,3/31/2017,3108.1,496.9,120.1,6479.1,2589,5596.7,5029.3,5679.6,5679.6,2415,858.3,6372.3,81230.7,-1209.8,572.4,3/31/2018,3642.3,536.3,120.1,7661.2,2954.2,6969.3,6393.6,6686.5,6686.5,2877.9,898.3,7479.6,80337.17,-47.2,543.3,3/31/2019,6875.8,1000.7,120.1,13947.3,4859.5,12404.8,11409.8,13337.8,13337.8,5677.8,1362.7,13841.1,80071.53,211.6,1730.8,3/31/2020,7893.8,1017.4,120.1,13811.3,5153.2,13054.2,12194.3,15839.8,15839.8,7158,1359.5,13671.6,76569.86,-784.3,1663.3,3/31/2021
Radico Khaitan Ltd.,6418.7,513.2,265.4,19981.4,3873.6,19514.4,18162.3,16486.7,16486.7,5708.9,636.6,19763.4,104746.76,-1280.4,1423.4,3/31/2012,7016.2,648.4,265.8,25130,3868.1,24269.6,22704.5,18215.1,18215.1,6052.4,772.8,24823.2,108509.68,449.3,-660.4,3/31/2013,7544.5,588,266.1,30871.4,4887.3,30513.4,28470,20392.7,20392.7,7432.9,712.6,30381.5,110701.93,-1418.3,1371.3,3/31/2014,8026.9,548.3,266.1,32551.2,4473.5,31801.3,29897.8,21092.3,21092.3,8581.6,676.4,32053.8,108396.06,-829.2,2503.9,3/31/2015,9365.2,606.4,266.1,43105.3,2901.5,42437.9,40327,26271.3,26271.3,13332.6,734.5,42708.3,105949.83,835,-390.3,3/31/2016,10032.7,672.6,266.1,48884.6,2463.8,48128,46595.5,24529.2,24529.2,11885.5,800.7,48678,105181.2,31.2,2519.1,3/31/2017,11154.4,1106.3,266.6,63002.9,2726.1,62282.8,60456.8,23679,23679,10627.3,1234.5,62703.4,109004.27,-207.6,3157.8,3/31/2018,12882.5,1719.9,266.8,80712.9,3453.6,79139.6,77296.7,22908.3,22908.3,8220.3,1880.6,80580,109351.82,-68.5,3086.9,3/31/2019,14938.3,2082,267.1,94311.6,4783.1,92039.8,90368,27724.1,27724.1,11396.1,2275,94179,107774.47,-673.1,596.9,3/31/2020,17371.9,2438.5,267.1,103919.8,6074,102086.5,100431.7,28846.5,28846.5,10028.4,2705.6,103673.6,106491.2,-832.3,3770.5,3/31/2021
Rail Vikas Nigam Ltd.,2267.7,751.4,20850.2,16560.2,76155.1,15576.4,15314.1,90807.8,90807.8,7206.3,983.8,15979.2,67346.15,-3301.9,-13927.3,3/31/2012,3326,1041.7,20850.2,22049.7,36685.7,20694.2,20317.7,114070.4,114070.4,68631.5,1355.5,21168.5,66616.39,3528.9,-20549.4,3/31/2013,4529.4,1203.6,20850.2,25974.7,35131,24400.5,23958,130109.3,130109.3,80787.8,1574.2,24923.7,66199.39,246.8,-5960.5,3/31/2014,5938.3,1408.9,20850.2,32934.6,36296.6,31077.5,29965.5,158174.4,158174.4,106195.4,1857.1,31419.7,66824.89,-5040.2,-25385.7,3/31/2015,9265.6,2592.5,20850.2,47813.4,39222.7,44773.2,43218.5,217854.9,217854.9,161423.3,3040.2,45413,63801.62,-10825.5,18926.7,3/31/2016,9983.5,721.7,20850.2,62446.9,31123.3,58630.8,56453.4,84606.4,84606.4,29315,3816.1,59196.2,64114.37,2245.3,701.9,3/31/2017,12664.7,2686.7,20850.2,78886.7,28765.9,74190.1,71745.3,78145.9,78145.9,17798.8,4696.6,75565.6,63905.87,4247.3,-7533.5,3/31/2018,16537.3,3888.2,20850.2,104239.2,33577,98173.3,95291.1,115816.4,115816.4,46041,6065.9,100600.7,62863.36,3195.7,-6949.6,3/31/2019,24147.3,7665.1,20850.2,148550.2,56259.2,140651.7,137294.6,119444.7,119444.7,28665.3,7898.5,145305.8,62863.36,1235.3,-9616.2,3/31/2020,28805.6,4651.8,20850.2,157935.8,68050.3,148530.3,145097.9,137474.1,137474.1,27054.5,9405.5,154036.5,61091.09,721.4,6567.6,3/31/2021
Rain Industries Ltd.,2984.7,195.2,683.4,1647.6,-469.9,1081.2,751.2,8824.9,8824.9,2231.2,566.4,691.1,58692.32,1253.3,556.4,12/31/2012,2612.9,-182.8,672.7,1292,-184.9,1138.5,748.8,6800.6,6800.6,1036.7,153.5,710.3,58742.77,1920.7,154,12/31/2013,2522.3,-90.6,672.7,689.3,-434.1,443.5,122.5,7303.7,7303.7,1049,245.8,77.3,58473.7,-46.1,-113.6,12/31/2014,2445.2,-75.5,672.7,1423.1,-578.1,1162.2,906.1,7738.3,7738.3,1047,260.9,862.1,56691.06,66.1,-160,12/31/2015,8569,-7.1,672.7,1132.1,-1337.2,802.8,480.5,15395.1,15395.1,1838.8,329.3,448.4,54134.84,-835.8,-22.6,12/31/2016,8554,-15.3,672.7,1189.8,-1260.2,868.7,621.6,13779.3,13779.3,1710.6,321.1,603.7,54891.61,1909.4,-154.4,12/31/2017,8486.1,-68,672.7,2091.6,-163,1486.9,1082.6,14567.8,14567.8,1095.4,604.7,1064.2,54504.82,1036.9,-191.7,12/31/2018,8504.1,18,672.7,1248.1,-584.7,893.7,660.1,14249.9,14249.9,1371.2,354.4,649.5,51275.9,743.1,131.7,12/31/2019,8442.4,-63.4,672.7,976.2,-2062.2,703.2,491.2,13528.8,13528.8,2608,273,489.1,50821.83,1196.9,-23.7,12/31/2020,8419.5,-24.8,672.7,1037,-341.8,725.4,550.6,12915.6,12915.6,999,311.6,549.6,45642.11,1283.5,-134.2,12/31/2021
Rajesh Exports Ltd.,19619.6,3947.1,295.3,258503.3,16069.5,254379,247237,119731.7,119731.7,99725.6,4124.3,250629.2,154568.59,-16,-2939.6,3/31/2012,23850.3,4230.7,295.3,316166.5,19342.3,311640.5,308249.4,138404.5,138404.5,114172.3,4526,304251.1,156650.17,-5.5,28485.8,3/31/2013,25825,1974.6,295.3,235382,19477.2,233112.1,228616.6,110606.6,110606.6,84401.1,2269.9,235189,156222.04,-1163.4,-26292.8,3/31/2014,28109.1,2284,295.3,379779.9,21407.1,377140.5,372245.5,155277.3,155277.3,126795.5,2639.4,379055.7,154332.38,-511.8,37882.9,3/31/2015,32506.6,4397.5,295.3,386227,2313.6,381474.1,376476.3,190816.3,190816.3,157942.1,4752.9,385860.5,162156.77,-4691.2,7215.1,3/31/2016,37120,4613.4,295.3,449984.4,5484.4,445371,441340.8,211998.4,211998.4,174457.4,4613.4,449478.1,158406.97,-966,15961.9,3/31/2017,41207.1,4087.8,295.3,336987.1,9389.6,332574.5,322159.7,199294,199294,157674.9,4412.6,336605.5,160990.49,110.9,-28555,3/31/2018,45332.4,4125.9,295.3,427223.9,12952.8,422802.7,415721.6,211706.8,211706.8,165962,4421.2,426712.6,157329.27,-122.8,37282.3,3/31/2019,49068.6,3736.9,295.3,469018.9,16126.2,464986.7,461334.1,183417.5,183417.5,133938.8,4032.2,469000.8,166172.3,-18578.6,39239.8,3/31/2020,49764.6,692.4,295.3,22737.7,17843.8,21750,20321.8,92833.5,92833.5,42659.4,987.7,20608.2,162555.37,827,-101465.4,3/31/2021
Rallis India Ltd.,6020.4,672,194.5,14331.2,25,12895.5,11845.4,10917.4,10917.4,3893.5,1193.8,14174,38640.97,-391.1,1468.1,3/31/2013,6938,917.5,194.5,16431,609,15339.2,14150,14648.4,14648.4,4968.5,1463.6,16335.8,38747.93,-691,1549.9,3/31/2014,7785.2,870.8,194.5,16246.4,1488.1,15106,13918.1,16115.4,16115.4,5594.1,1454.2,16149.1,38650.69,-419.9,638.1,3/31/2015,8989.1,911.6,194.5,13929.4,1817.5,12692.3,11792.2,13336,13336,3219.1,1261.6,13878.1,38339.54,-1342.5,2181.7,3/31/2016,11059.4,2075.1,194.5,16611.3,4325.6,13599.5,12184.9,20657.5,20657.5,6117.4,2660.3,14916.8,38125.63,-2752.2,3526.2,3/31/2017,11594,536.1,194.5,15263.1,4329.5,14420.5,13467.5,22840.3,22840.3,8166.8,1414.9,15171.8,37843.65,953.1,-50.2,3/31/2018,12663.8,955.8,194.5,20142.9,5735.3,20001.3,18654.8,27912.3,27912.3,11830.4,1541.9,19975.8,37717.24,-507.7,791.2,3/31/2019,13905.6,1268.6,194.5,22992.4,6594,21470.7,19962,26185.9,26185.9,10238,1854.7,22618.7,36939.37,-2459.3,3380,3/31/2020,15719.3,1800.5,194.5,24793.4,7385.6,23196,21613.3,27738.2,27738.2,9884.4,2286.7,24327.7,36297.62,-1615.7,2162.4,3/31/2021,16771.9,1059.3,194.5,26334.8,7158.8,25271,23625.5,30517,30517,11469.2,1642.7,26064.6,36287.89,-1029.3,1658.6,3/31/2022
Ramco Cements Ltd.,20265.8,3158.7,238,36707.4,-5611.3,32860.9,26904.8,60759.1,60759.1,15053.2,3851.1,36632.8,144280.13,-5773.9,8889.4,3/31/2012,23469.6,3203.8,238,44712,-4170.9,41175.5,34561.5,64895.7,64895.7,16154,4036.5,44613.9,144658.2,-3591.8,6778,3/31/2013,24582.8,1098.2,238,44160.5,-5112.3,42588.6,37283.7,68875,68875,17076.8,1377,43852.6,145756.95,-5429.4,4790.2,3/31/2014,26213.8,1993.3,238.1,42553.8,-3837.2,40100.4,34264.4,70905.6,70905.6,14951,2423.5,42451,144433.72,-4815.8,9560.9,3/31/2015,30696.5,4131.2,238.1,43363.7,-8687.6,37880.2,31246.5,71967.9,71967.9,21831.9,5421.9,42598.7,141042.92,-2631.6,10850.9,3/31/2016,37177,6492.9,238.1,46262.8,-7134.8,39617.6,33619.5,73542.9,73542.9,22129.1,6492.9,45848.5,140003.24,-2758.4,11053.8,3/31/2017,40186.2,4705.1,235.6,46078.1,-6087.6,40552.3,34581.7,74173.6,74173.6,20323.8,5556.6,45641.1,143039.59,-4829.9,11128.9,3/31/2018,44365.5,4206.1,235.6,51839.2,-7922.8,46597.3,40939,83468.8,83468.8,22425.6,5058.9,51431.4,138030.19,-11908.6,7904.3,3/31/2019,48950,4447.4,235.6,79237.7,-9749.1,73700.7,67948.2,102613.1,102613.1,24758.9,6010.9,78824.4,138301.93,-19324.6,7399.6,3/31/2020,56032.1,6902.4,235.9,75565.1,-11699.8,67489.1,59144.2,116141.2,116141.2,26668.9,7610.8,75146.2,141113.81,-17707.2,18848,3/31/2021
Rashtriya Chemicals & Fertilizers Ltd.,16195.1,1594.7,5516.9,67521.1,10653.3,69644.7,65761.4,56625,56625,27941.5,2492.4,65541.7,52327.62,-4596.7,-4828,3/31/2012,18036,1840.9,5516.9,70821.4,11845,68086.7,63274.7,58980.9,58980.9,28619.5,2809,69385.3,51444.92,2290.7,-5487.7,3/31/2013,19567,1531,5516.9,68455.6,13611.3,62864.5,58116.8,56953.4,56953.4,23589.5,2498.9,67461.5,50203.62,-818.8,3136.5,3/31/2014,21592.4,2025.4,5516.9,80034.4,17075.8,76895.6,70381.4,63218.6,63218.6,27264.1,3220.6,78861.5,49624.34,-2164.1,2268.9,3/31/2015,22651.4,531.2,5516.9,84166.6,16961.4,84784.9,80615.1,77683,77683,41115,1726.4,36887.3,46755.57,-2593.6,-6334.8,3/31/2016,23733.3,1062.2,5516.9,73805.1,17144,70526.9,67132.6,66844.3,66844.3,29204.6,1792.6,72511.5,45955.62,-1802.8,15954,3/31/2017,23780,57.6,5516.9,75616.5,15074.2,74661.9,71650,65371.9,65371.9,23551.9,788,73086.3,45679.77,-4956.7,10781.2,3/31/2018,24830.1,992.6,5516.9,90869.9,15583.9,95530.9,90689,91464.8,91464.8,47344.9,1391.7,88707.2,44466.06,-3102.8,-16364.3,3/31/2019,26345.8,1569.4,5516.9,99087.8,-2157.2,90973.8,85800.5,104877.1,104877.1,58530.3,2081.5,94173.6,43169.59,-5305.5,-5224.7,3/31/2020,27867.8,1502.3,5516.9,84883.5,12918,81459.7,76351.3,78134.7,78134.7,25873.8,3731.1,82404.4,39611.21,-6194.9,52205.8,3/31/2021
Ratnamani Metals & Tubes Ltd.,5232,952.6,92.8,13167.5,2189.6,12005.3,10731.8,10150.2,10150.2,3915.5,1114.4,12935.7,122371.29,-619.4,860.4,3/31/2012,6374.2,1142.2,92.8,12953.8,2884.4,11712,10451,10287,10287,3000.2,1359.5,12760.5,120562.91,-629.3,2359,3/31/2013,7572,1182.3,93.4,14499,3501.2,12991.9,11588.2,11508.8,11508.8,3207,1428.1,14358.9,120759.17,-1085.3,1595.3,3/31/2014,8990.3,1415.8,93.5,17810.9,4382.4,16639.6,15116.8,12280.1,12280.1,2624.6,1725.1,17556.7,120651.7,-510.2,1462,3/31/2015,10347.6,1033.6,93.5,18376.8,5913.7,16082.6,14653,13190.7,13190.7,2257.6,1652.2,18183.4,117048.97,-102.7,1557.3,3/31/2016,11775.9,1443,93.5,14915.6,7338.1,13856.8,12560.1,14153.9,14153.9,1794.2,1443,14760.4,117149.43,-1025,1352,3/31/2017,12986.7,1208.6,93.5,18222.4,8461.2,17652.2,16170.2,17508.4,17508.4,3976.5,1517.9,17898.1,117665.78,211.9,-729,3/31/2018,15125.3,2191.3,93.5,28056.2,9320.3,25859.5,23813.8,20602.1,20602.1,4892.4,2529.3,27549.1,116238.24,-3600.8,5535.6,3/31/2019,16988,1892,93.5,26453.9,10235.9,23917.6,22126.6,25522.3,25522.3,6208.1,3075,25856.8,110495.37,-3568,2153.9,3/31/2020,19771.2,2759,93.5,23475.9,12266.7,19601.6,17868.8,26202,26202,4270.9,2759,22981.3,104142.69,-4700.2,5452.5,3/31/2021
Redington (India) Ltd.,8292.5,1388,797.2,98771.1,727.5,98198.6,96134.7,26538.2,26538.2,17372.1,1568.1,95678.2,101042.34,-2434.8,1710.3,3/31/2012,9856.4,1551.3,798.3,104648.1,1967.4,102483.1,100336.9,28424.3,28424.3,17698.5,1713.7,100753.8,102683.39,226.8,1476.5,3/31/2013,11868.5,2004.3,799,113887.5,5570.4,112048.8,109970.2,30449.7,30449.7,17690.3,2425,109113.8,101550.28,2624.2,442.7,3/31/2014,12806.3,926.2,799.4,120835.8,5769.3,119062.9,116862.2,36115.9,36115.9,16797.8,1829.1,117032.8,101393.99,-697.2,1951,3/31/2015,14584.8,987.3,799.6,126752.8,6709.8,130768.4,128516,39278.6,39278.6,23825.4,1887.2,123257,98463.53,-536.8,291.9,3/31/2016,15297.3,145.8,799.7,158048.9,7564.6,155928.9,153374.9,46486.5,46486.5,29301.3,2083.5,153553.6,96939.69,-197.9,960.6,3/31/2017,16094.3,776.4,800.3,148897.4,7521.1,142293.8,139748.8,45648.4,45648.4,27702.7,1839.2,148469.1,94048.3,605.5,1416.2,3/31/2018,15261.2,401.8,778.2,169093.8,5299.3,172007.3,169156.8,53277.5,53277.5,36248.4,1521.4,168547.3,89398.63,-281,3231.9,3/31/2019,17239.7,1939,778.2,190064.1,7919,181022.2,177684.9,57565.7,57565.7,39114.2,4896,186355.6,90219.16,3485.5,2396.9,3/31/2020,19898.9,2633.3,778.4,227917.4,11061.5,224707.1,221223.6,52936.2,52936.2,31848.5,2633.3,227209.8,88734.39,327.2,8700,3/31/2021
Relaxo Footwears Ltd.,1664.4,378.2,60,8664.9,-129.5,8350.9,7787.8,4816.3,4816.3,1809.6,399.1,8653.8,247332.92,-470,727.1,3/31/2012,2084.3,420,60,10176.8,126.8,10065.6,9402.8,5957.4,5957.4,1897.7,448.1,10165.8,247158.67,-834.3,540.2,3/31/2013,2705.6,621.3,60,12281.8,146.3,11560.7,10712.4,6666.9,6666.9,2317.3,656.4,12253.9,244831.21,-684.7,1248.8,3/31/2014,3618.1,958.3,60,15003.8,532.4,14703.2,13713.5,8543.3,8543.3,2951.3,1030.5,14994.4,245092.58,-1298.2,1074.8,3/31/2015,4679.8,1116.1,120,17409.5,473.6,16543,15253.1,10148.1,10148.1,3628.6,1202.8,17332.3,242765.13,-1302.8,1594.3,3/31/2016,5943.6,1112.8,120.1,16657.5,887.5,15408.8,14063.2,10930.1,10930.1,3615.7,1199.5,16519.7,242628.22,-894.4,1802,3/31/2017,7491.8,1466.1,120.3,19530.3,883.2,18051.6,16578.3,12733,12733,4172.9,1610.7,19485.7,246100.74,-1083.7,1542.5,3/31/2018,10926.7,1536.8,124,23050.6,1630.9,21874.3,20192.2,16374.2,16374.2,4658.9,1754.4,22920.8,240213.63,-564.8,1234.7,3/31/2019,12475.8,1619.3,248.2,24195.3,2315.5,22468.2,20495.6,19012.3,19012.3,4181.8,2262.5,24104.8,237711.93,-1156.7,3189,3/31/2020,15475.7,2915.6,248.4,23819.2,5130.1,20462.1,18146.6,22364,22364,4541,2915.6,23591.5,235670.73,-4531.6,5131.2,3/31/2021
Reliance Industries Ltd.,1628250,170990,32710,3459840,574040,3268160,3068390,2952250,2952250,688880,200400,3397920,18758718.4,800,238480,3/31/2012,1767660,179280,32290,3791900,540680,3615040,3436740,3186110,3186110,832860,210030,3711190,18432597.49,-72510,254490,3/31/2013,1938420,187160,32320,4103490,285930,3879530,3700420,3677440,3677440,955660,219840,4013020,18935310.85,-601020,382490,3/31/2014,2129230,191600,32360,3495520,146100,3248730,3069837.3,3980640,3980640,913010,227360,3408140,18362907.75,-559980,352850,3/31/2015,2507500,201250,32400,2590620,-423600,2275070,2074340,4821120,4821120,1250330,273840,2512410,18016488.86,-412230,434470,3/31/2016,2850580,314250,32510,2737500,-567600,2471640,2263100,5475520,5475520,1528260,314250,2650410,17776634.37,-549490,514500,3/31/2017,3082970,296960,63350,3135920,-762320,2832120,2565320,6183670,6183670,1906470,336120,3053350,17566550.26,-591090,620000,3/31/2018,3989810,308810,63390,4104050,-801470,3785360,3457300,7766990,7766990,2020210,351630,4009860,17315531.88,-539490,291910,3/31/2019,3848750,263190,63390,3808120,-1893910,3498320,3128150,9721190,9721190,3306820,309030,3645870,17519188.3,-1436250,775330,3/31/2020,4281950,280230,64450,2993860,-119660,2668320,2452650,8798110,8798110,2017870,319440,2777500,17204569.58,742570,-5120,3/31/2021
Responsive Industries Ltd.,3574.5,458.5,266.9,11137.8,-142.6,10651.1,9827.1,10017.9,10017.9,2148.9,489.5,11083.4,36340.16,-3687.7,278.4,3/31/2012,4058.1,442.2,266.9,15604.2,29.2,15134.9,13871.6,10974.8,10974.8,2654.2,473.4,15578,35619.5,-939.2,1006.4,3/31/2013,4549.6,476.7,266.9,18865.3,-491.5,18368.3,16879.5,12970.4,12970.4,4208.7,507.9,18716.7,34898.84,-1185.2,882.4,3/31/2014,5177.2,299.8,266.9,15671.7,221.9,15298.7,13651.7,11676,11676,2985.1,331.9,15455.8,34498.47,-264.2,1717.9,3/31/2015,5564.7,115.7,266.9,18833.5,911.3,18655.7,17005,12384.8,12384.8,4353.9,178.4,18711,32323.13,239.5,1638.5,3/31/2016,5778.4,193.9,266.9,18816.6,724.2,18635.6,17295.2,10785.5,10785.5,3879.8,193.9,18647,31829.34,-305.6,777.5,3/31/2017,5880.9,98.8,266.9,11133.3,861.5,11219.8,10238.8,9732.3,9732.3,3358.9,130.8,10979.1,31815.99,192.4,1403.1,3/31/2018,6131.5,252.3,266.9,6431.8,35.6,6010.6,5071.2,8002.4,8002.4,1361.5,284.2,6289,30921.84,-1587,2854.4,3/31/2019,6330,199,266.9,4512.7,-261.9,4230.3,3401.1,8881.9,8881.9,2093,247.2,4344,30041.02,-911.6,598.8,3/31/2020,6384.8,46.5,266.9,3786.8,-151.8,3998.4,3416.8,10348.6,10348.6,2007.8,65.2,3668.6,28252.71,-1580.3,150.9,3/31/2021
Restaurant Brands Asia Ltd.,,,,,,,,,,,,,49722.92,,,,,,,,,,,,,,,,51671.39,,,,-56.4,-248.4,387.5,79.8,23.5,328.2,316.6,544.6,544.6,195.9,-248.4,70.5,52287.99,-316.5,-60,12/31/2014,-111.5,-55.1,387.5,165.4,359.1,220.5,210.6,927.3,927.3,108.1,-55.1,161.4,52608.63,-131.2,-156.5,3/31/2015,316.5,-382.9,1185.4,1408.3,240.5,1791.2,1687.6,2093.5,2093.5,320.9,-382.9,1389.2,50290.2,-953.4,-187.7,3/31/2016,1251.5,-570.3,2650,2341.4,1606.5,2911.7,2703.6,4343.5,4343.5,423.9,-570.3,2303.5,51252.1,-2174.7,-428.9,3/31/2017,643.7,-625.9,2650,3887.7,364.9,4513.6,4197,4080.5,4080.5,746.2,-625.9,3783.9,51819.37,172,-223.6,3/31/2018,-153.5,-382.8,2650,6441.3,-390.3,6824.1,5533.9,9218.6,9218.6,1154.2,-382.8,6329,50931.46,-1139.6,865.5,3/31/2019,-23.1,-765.7,2777.4,8468.2,-886.6,9233.9,7365.3,11990.2,11990.2,1587,-765.7,8412.8,49920.23,-2304.3,1127.1,3/31/2020,2904.8,-1739.1,3829.8,5229.4,1949.6,6968.5,4790.4,14297.5,14297.5,1747,-1739.1,4944.5,50216.2,-3039.5,287.5,3/31/2021
Rites Ltd.,9679,1261.4,400,10167.5,4665.4,8387.8,6743.8,31802.1,31802.1,19656.7,1644.9,8629.5,58897.99,-3940.5,5298.7,3/31/2012,10950,1871,1000,11681.7,5750.8,9228.8,7870.9,33267.9,33267.9,19048.1,2454.4,9780,58934.04,924.2,444.2,3/31/2013,12966,2016,1000,13197.2,6573.1,10549.6,8822.9,36761.9,36761.9,20716.8,2636.1,10919.3,59871.22,-3779.2,3471.4,3/31/2014,15280.7,2316.3,1000,12581.1,9191.8,9512.6,7570.5,36162,36162,17820.1,3061.4,10390,58417.39,3151.9,-966.6,3/31/2015,17779.6,2467.7,1000,13910.3,12607.1,10515.9,8373.8,43167.4,43167.4,22247.8,3394.4,12004.8,57816.63,-4432,4682.9,3/31/2016,18353.3,1552.1,2000,16341.8,14470.9,13032.5,10824.2,47502.5,47502.5,24773.2,3309.3,14417.3,57540.29,-829.1,5306.5,3/31/2017,19991.1,1539.6,2000,15863.5,18280.8,12142.8,9370.1,52054.9,52054.9,27298.4,3317.1,14438.7,57299.98,-4597.2,3798,3/31/2018,21838.3,1864.2,2000,21853.4,19274.8,18365.4,15133.9,54367.2,54367.2,28539.5,4446.5,19773.9,56050.42,1382.4,1340.7,3/31/2019,23266.2,1998.6,2500,26666.9,20989.6,19755.3,16836.9,58869.8,58869.8,30157.9,5963.9,24096.6,54836.89,776.9,2668.1,3/31/2020,20816.3,580.8,2403,19516,16695.4,18062.8,16026.6,57815.2,57815.2,32099.1,4243.5,18011.4,54740.77,1988.8,4681.5,3/31/2021
